student_id,domain,domain_avg_score,domain_trend,domain_completion_rate,domain_overdue_count,ipsative_zscore,label
SYN-0237,stem_logic,50.25,declining,0.627,3,-0.7047,Emerging
SYN-0237,creative_arts,47.7,stable,0.68,0,-0.9188,Emerging
SYN-0237,physical_movement,78.01,stable,0.72,3,1.6307,Developing
SYN-0238,language_literacy,76.17,declining,0.813,1,-1.0856,Emerging
SYN-0238,stem_logic,91.19,stable,0.903,1,1.5542,Strength
SYN-0238,creative_arts,83.2,stable,0.939,1,0.1504,Developing
SYN-0238,physical_movement,78.82,declining,0.808,0,-0.619,Emerging
SYN-0239,language_literacy,100.0,stable,0.913,2,1.4399,Strength
SYN-0239,stem_logic,88.89,stable,1.0,0,-0.0747,Developing
SYN-0239,creative_arts,89.59,improving,1.0,0,0.0207,Developing
SYN-0239,physical_movement,79.26,stable,0.839,1,-1.3859,Emerging
SYN-0240,language_literacy,71.3,stable,0.882,1,0.5386,Strength
SYN-0240,stem_logic,65.34,stable,0.732,1,-0.4444,Developing
SYN-0240,creative_arts,75.78,stable,0.99,1,1.2772,Strength
SYN-0240,physical_movement,59.72,declining,0.546,1,-1.3715,Emerging
SYN-0241,language_literacy,71.24,improving,0.713,1,-0.5539,Emerging
SYN-0241,stem_logic,92.67,stable,0.812,2,1.6347,Strength
SYN-0241,creative_arts,75.95,improving,1.0,0,-0.0729,Developing
SYN-0241,physical_movement,66.8,improving,0.823,0,-1.0079,Emerging
SYN-0242,language_literacy,83.73,stable,0.742,3,-1.511,Emerging
SYN-0242,stem_logic,92.05,stable,0.78,2,-0.0939,Developing
SYN-0242,creative_arts,100.0,stable,0.923,2,1.2608,Strength
SYN-0242,physical_movement,94.62,stable,0.899,1,0.3442,Developing
SYN-0243,language_literacy,51.04,improving,0.753,4,-1.2961,Emerging
SYN-0243,stem_logic,65.8,declining,0.865,0,-0.4867,Emerging
SYN-0243,creative_arts,100.0,stable,1.0,0,1.3884,Strength
SYN-0243,physical_movement,81.87,stable,0.901,1,0.3944,Developing
SYN-0244,language_literacy,87.53,stable,0.797,1,1.5155,Strength
SYN-0244,stem_logic,51.55,stable,0.597,2,-1.2852,Emerging
SYN-0244,creative_arts,68.02,stable,0.695,2,-0.0032,Developing
SYN-0244,physical_movement,65.14,declining,0.802,1,-0.227,Emerging
SYN-0245,language_literacy,32.68,stable,0.44,1,-1.1612,Emerging
SYN-0245,stem_logic,38.94,stable,0.676,3,-0.7585,Emerging
SYN-0245,creative_arts,60.3,declining,0.741,1,0.618,Emerging
SYN-0245,physical_movement,70.91,stable,0.679,0,1.3017,Developing
SYN-0246,language_literacy,76.59,stable,0.847,0,-0.9119,Emerging
SYN-0246,stem_logic,95.09,stable,0.933,0,0.9265,Strength
SYN-0246,creative_arts,74.87,stable,0.809,1,-1.082,Emerging
SYN-0246,physical_movement,96.51,stable,1.0,0,1.0674,Strength
SYN-0247,language_literacy,53.65,stable,0.83,0,-1.486,Emerging
SYN-0247,stem_logic,67.17,stable,0.755,0,-0.2137,Developing
SYN-0247,creative_arts,82.6,improving,0.777,0,1.2382,Strength
SYN-0247,physical_movement,74.35,stable,0.959,0,0.4615,Developing
SYN-0248,language_literacy,47.6,stable,0.687,5,-1.0263,Emerging
SYN-0248,stem_logic,48.16,improving,0.569,4,-0.9732,Emerging
SYN-0248,creative_arts,68.89,stable,0.981,0,1.0153,Strength
SYN-0248,physical_movement,68.56,stable,0.905,1,0.9842,Strength
SYN-0249,language_literacy,100.0,stable,0.898,1,0.9882,Strength
SYN-0249,stem_logic,84.19,stable,0.991,0,-0.4831,Developing
SYN-0249,creative_arts,99.07,improving,1.0,0,0.9012,Strength
SYN-0249,physical_movement,74.26,declining,0.61,5,-1.4064,Emerging
SYN-0250,language_literacy,50.04,stable,0.654,2,-1.5371,Emerging
SYN-0250,stem_logic,69.03,declining,0.851,2,-0.1513,Emerging
SYN-0250,creative_arts,78.46,declining,0.941,1,0.5367,Emerging
SYN-0250,physical_movement,86.89,stable,0.775,2,1.1517,Strength
SYN-0251,language_literacy,46.04,improving,0.699,1,-1.2471,Emerging
SYN-0251,stem_logic,72.67,stable,0.811,1,0.1745,Developing
SYN-0251,creative_arts,61.48,stable,0.754,1,-0.4226,Developing
SYN-0251,physical_movement,97.41,stable,1.0,0,1.4952,Strength
SYN-0252,language_literacy,78.26,declining,0.739,2,1.4069,Emerging
SYN-0252,stem_logic,69.39,stable,0.762,1,0.1494,Developing
SYN-0252,creative_arts,58.42,improving,0.949,0,-1.4056,Emerging
SYN-0252,physical_movement,67.27,stable,0.791,3,-0.1507,Developing
SYN-0253,language_literacy,20.31,stable,0.256,7,-1.377,Emerging
SYN-0253,stem_logic,43.48,stable,0.566,1,-0.3,Developing
SYN-0253,creative_arts,79.83,stable,0.838,0,1.3897,Strength
SYN-0253,physical_movement,56.12,stable,0.492,2,0.2873,Emerging
SYN-0254,language_literacy,64.44,stable,0.718,2,-0.6389,Emerging
SYN-0254,stem_logic,93.11,improving,0.874,1,0.9645,Strength
SYN-0254,creative_arts,52.53,improving,0.644,1,-1.3048,Emerging
SYN-0254,physical_movement,93.38,stable,1.0,0,0.9793,Strength
SYN-0255,language_literacy,50.92,declining,0.819,0,-1.6556,Emerging
SYN-0255,stem_logic,60.76,declining,0.828,3,0.4819,Emerging
SYN-0255,creative_arts,59.35,declining,0.615,2,0.1757,Emerging
SYN-0255,physical_movement,63.14,stable,0.795,1,0.9979,Strength
SYN-0256,language_literacy,68.5,stable,0.734,0,-1.2569,Emerging
SYN-0256,stem_logic,72.47,stable,0.81,1,-0.6989,Emerging
SYN-0256,creative_arts,85.08,stable,1.0,0,1.076,Strength
SYN-0256,physical_movement,83.69,stable,1.0,1,0.8798,Strength
SYN-0257,language_literacy,64.74,stable,0.775,0,-1.4736,Emerging
SYN-0257,stem_logic,77.86,improving,0.858,1,1.1788,Strength
SYN-0257,creative_arts,74.96,stable,0.773,4,0.592,Strength
SYN-0257,physical_movement,70.56,stable,0.903,0,-0.2972,Developing
SYN-0258,language_literacy,73.83,stable,0.776,0,-1.1913,Emerging
SYN-0258,stem_logic,82.61,improving,1.0,0,1.2907,Strength
SYN-0258,creative_arts,80.25,stable,0.94,0,0.6248,Strength
SYN-0258,physical_movement,75.49,declining,0.687,2,-0.7242,Emerging
SYN-0259,language_literacy,65.8,stable,0.595,6,-0.5368,Emerging
SYN-0259,stem_logic,100.0,stable,0.924,0,1.5895,Strength
SYN-0259,creative_arts,75.01,stable,0.665,4,0.0354,Developing
SYN-0259,physical_movement,56.94,declining,0.724,0,-1.0881,Emerging
SYN-0260,language_literacy,61.4,stable,0.872,0,0.8457,Strength
SYN-0260,stem_logic,61.24,stable,0.672,3,0.8268,Developing
SYN-0260,creative_arts,41.11,declining,0.597,3,-1.6117,Emerging
SYN-0260,physical_movement,53.92,stable,0.775,0,-0.0608,Developing
SYN-0261,language_literacy,75.82,improving,0.798,2,0.0921,Developing
SYN-0261,stem_logic,100.0,stable,1.0,1,1.5898,Strength
SYN-0261,creative_arts,63.3,declining,0.606,0,-0.6835,Emerging
SYN-0261,physical_movement,58.22,declining,0.669,1,-0.9984,Emerging
SYN-0262,language_literacy,95.27,improving,0.989,0,1.0196,Strength
SYN-0262,stem_logic,63.61,declining,0.813,2,-1.1092,Emerging
SYN-0262,creative_arts,94.59,improving,0.923,0,0.9738,Strength
SYN-0262,physical_movement,66.96,declining,0.959,0,-0.8842,Emerging
SYN-0263,language_literacy,62.01,declining,0.869,2,0.4668,Emerging
SYN-0263,stem_logic,67.91,improving,0.712,2,0.8114,Developing
SYN-0263,creative_arts,24.65,stable,0.65,3,-1.7131,Emerging
SYN-0263,physical_movement,61.46,stable,0.566,1,0.4348,Developing
SYN-0264,language_literacy,46.68,declining,0.593,1,-1.2007,Emerging
SYN-0264,stem_logic,54.74,declining,0.632,2,-0.3064,Emerging
SYN-0264,creative_arts,71.63,stable,0.751,4,1.5687,Strength
SYN-0264,physical_movement,56.95,declining,0.749,2,-0.0615,Emerging
SYN-0265,language_literacy,45.2,declining,0.639,4,-1.1571,Emerging
SYN-0265,stem_logic,48.26,declining,0.532,4,-0.778,Emerging
SYN-0265,creative_arts,64.82,improving,0.809,0,1.2704,Strength
SYN-0265,physical_movement,59.93,declining,0.789,2,0.6647,Emerging
SYN-0266,language_literacy,91.97,declining,0.846,0,1.4507,Emerging
SYN-0266,stem_logic,78.28,improving,0.762,2,-0.3934,Developing
SYN-0266,creative_arts,82.98,stable,0.883,1,0.24,Developing
SYN-0266,physical_movement,71.57,improving,0.774,2,-1.2973,Emerging
SYN-0267,language_literacy,87.71,improving,0.776,1,0.6013,Strength
SYN-0267,stem_logic,88.81,stable,1.0,0,0.7269,Strength
SYN-0267,creative_arts,67.35,declining,0.809,0,-1.7196,Emerging
SYN-0267,physical_movement,85.86,stable,0.92,0,0.3913,Developing
SYN-0268,language_literacy,72.33,declining,0.915,0,0.0813,Emerging
SYN-0268,stem_logic,77.35,stable,0.899,1,1.5908,Strength
SYN-0268,creative_arts,69.88,stable,0.911,1,-0.6558,Emerging
SYN-0268,physical_movement,68.69,declining,0.828,0,-1.0163,Emerging
SYN-0269,language_literacy,43.65,declining,0.571,2,-1.1949,Emerging
SYN-0269,stem_logic,56.48,stable,0.716,0,-0.1107,Developing
SYN-0269,creative_arts,54.58,improving,0.761,2,-0.2712,Developing
SYN-0269,physical_movement,76.45,improving,0.75,0,1.5768,Strength
SYN-0270,language_literacy,49.94,stable,0.588,5,-1.4091,Emerging
SYN-0270,stem_logic,58.85,improving,0.669,1,0.6757,Developing
SYN-0270,creative_arts,54.1,stable,0.656,4,-0.4361,Developing
SYN-0270,physical_movement,60.96,stable,0.769,3,1.1695,Strength
SYN-0271,language_literacy,56.75,stable,0.621,1,-0.9136,Emerging
SYN-0271,stem_logic,72.3,declining,0.767,0,0.6888,Emerging
SYN-0271,creative_arts,55.5,stable,0.77,1,-1.0421,Emerging
SYN-0271,physical_movement,77.91,improving,0.841,0,1.2669,Strength
SYN-0272,language_literacy,72.85,stable,0.922,0,1.3641,Strength
SYN-0272,stem_logic,64.6,declining,0.914,0,0.0542,Emerging
SYN-0272,creative_arts,64.53,stable,0.743,2,0.0427,Developing
SYN-0272,physical_movement,55.05,declining,0.645,2,-1.461,Emerging
SYN-0273,language_literacy,42.78,stable,0.73,3,-1.3541,Emerging
SYN-0273,stem_logic,48.42,stable,0.485,2,-0.0428,Emerging
SYN-0273,creative_arts,48.29,improving,0.518,1,-0.0726,Developing
SYN-0273,physical_movement,54.92,stable,0.748,2,1.4695,Developing
SYN-0274,language_literacy,76.02,improving,0.965,0,0.4176,Developing
SYN-0274,stem_logic,83.39,stable,0.797,0,1.2372,Strength
SYN-0274,creative_arts,58.7,declining,0.68,5,-1.5078,Emerging
SYN-0274,physical_movement,70.94,declining,0.829,1,-0.147,Emerging
SYN-0275,language_literacy,81.6,improving,0.843,1,1.6889,Strength
SYN-0275,stem_logic,59.49,declining,0.683,2,-0.6632,Emerging
SYN-0275,creative_arts,63.73,stable,0.703,0,-0.2113,Developing
SYN-0275,physical_movement,58.06,stable,0.638,5,-0.8144,Emerging
SYN-0276,language_literacy,79.96,stable,0.906,0,0.6156,Strength
SYN-0276,stem_logic,80.06,declining,0.865,0,0.632,Emerging
SYN-0276,creative_arts,65.33,declining,0.765,1,-1.7291,Emerging
SYN-0276,physical_movement,79.12,stable,0.964,1,0.4815,Developing
SYN-0277,language_literacy,66.9,declining,0.609,1,-0.4011,Emerging
SYN-0277,stem_logic,60.92,declining,0.732,3,-0.7835,Emerging
SYN-0277,creative_arts,100.0,stable,0.931,0,1.7156,Strength
SYN-0277,physical_movement,64.87,improving,0.829,0,-0.531,Emerging
SYN-0278,language_literacy,98.59,stable,1.0,1,0.7684,Strength
SYN-0278,stem_logic,100.0,stable,0.862,1,1.1073,Strength
SYN-0278,creative_arts,93.42,stable,0.988,1,-0.4771,Developing
SYN-0278,physical_movement,89.59,stable,1.0,0,-1.3985,Emerging
SYN-0279,language_literacy,57.36,declining,0.781,3,-1.3077,Emerging
SYN-0279,stem_logic,69.72,stable,0.806,2,1.405,Strength
SYN-0279,creative_arts,61.3,declining,0.615,1,-0.4431,Emerging
SYN-0279,physical_movement,64.89,improving,0.8,2,0.3458,Developing
SYN-0280,language_literacy,80.87,improving,0.846,0,1.2415,Strength
SYN-0280,stem_logic,51.16,stable,0.652,3,-1.257,Emerging
SYN-0280,creative_arts,58.31,stable,0.411,4,-0.6551,Emerging
SYN-0280,physical_movement,74.08,declining,0.763,1,0.6705,Emerging
SYN-0281,language_literacy,56.04,stable,0.855,1,1.5906,Strength
SYN-0281,stem_logic,48.23,declining,0.477,5,-0.1452,Emerging
SYN-0281,creative_arts,47.66,declining,0.65,1,-0.273,Emerging
SYN-0281,physical_movement,43.61,stable,0.65,4,-1.1724,Emerging
SYN-0282,language_literacy,89.83,improving,0.943,0,1.1982,Strength
SYN-0282,stem_logic,71.43,declining,0.811,3,-0.8773,Emerging
SYN-0282,creative_arts,86.06,stable,0.92,0,0.7732,Strength
SYN-0282,physical_movement,69.5,stable,0.713,3,-1.094,Emerging
SYN-0283,language_literacy,49.61,stable,0.736,1,-0.9952,Emerging
SYN-0283,stem_logic,54.05,improving,0.485,2,-0.7097,Emerging
SYN-0283,creative_arts,89.64,improving,0.97,0,1.578,Strength
SYN-0283,physical_movement,67.06,declining,0.769,1,0.1268,Emerging
SYN-0284,language_literacy,59.38,declining,0.617,2,1.7164,Emerging
SYN-0284,stem_logic,41.27,stable,0.528,4,-0.4746,Developing
SYN-0284,creative_arts,38.65,stable,0.652,0,-0.7908,Emerging
SYN-0284,physical_movement,41.46,declining,0.713,1,-0.451,Emerging
SYN-0285,language_literacy,70.07,stable,0.825,0,1.2465,Strength
SYN-0285,stem_logic,58.3,stable,0.679,2,0.4637,Developing
SYN-0285,creative_arts,47.79,declining,0.542,5,-0.2351,Emerging
SYN-0285,physical_movement,29.15,stable,0.583,4,-1.4751,Emerging
SYN-0286,language_literacy,100.0,improving,0.878,0,0.8535,Strength
SYN-0286,stem_logic,82.81,stable,0.881,2,-1.6745,Emerging
SYN-0286,creative_arts,98.72,stable,1.0,0,0.6658,Strength
SYN-0286,physical_movement,95.25,improving,0.832,1,0.1552,Developing
SYN-0287,language_literacy,52.87,stable,0.717,2,-1.5444,Emerging
SYN-0287,stem_logic,64.42,stable,0.801,1,-0.0837,Developing
SYN-0287,creative_arts,68.55,stable,0.671,2,0.4383,Developing
SYN-0287,physical_movement,74.49,improving,0.798,0,1.1898,Strength
SYN-0288,language_literacy,61.0,stable,0.543,1,-0.1236,Developing
SYN-0288,stem_logic,51.52,declining,0.785,2,-1.4291,Emerging
SYN-0288,creative_arts,71.94,improving,0.922,1,1.3834,Strength
SYN-0288,physical_movement,63.13,improving,0.529,2,0.1693,Developing
SYN-0289,language_literacy,65.44,stable,0.635,1,-0.3604,Developing
SYN-0289,stem_logic,73.46,declining,0.863,1,0.2515,Emerging
SYN-0289,creative_arts,52.8,stable,0.588,0,-1.3241,Emerging
SYN-0289,physical_movement,88.96,stable,0.886,2,1.433,Strength
SYN-0290,language_literacy,77.07,stable,0.917,0,0.799,Strength
SYN-0290,stem_logic,69.71,declining,0.866,0,-0.8103,Emerging
SYN-0290,creative_arts,78.76,improving,0.784,3,1.1686,Strength
SYN-0290,physical_movement,68.12,stable,0.835,3,-1.1573,Emerging
SYN-0291,language_literacy,90.56,improving,0.988,0,0.9862,Strength
SYN-0291,stem_logic,84.23,stable,0.866,1,-0.0009,Developing
SYN-0291,creative_arts,88.31,improving,0.863,0,0.6348,Strength
SYN-0291,physical_movement,73.86,stable,0.787,1,-1.62,Emerging
SYN-0292,language_literacy,68.05,improving,0.787,0,0.1686,Developing
SYN-0292,stem_logic,65.84,stable,0.617,3,-1.5859,Emerging
SYN-0292,creative_arts,69.33,stable,0.84,0,1.1841,Strength
SYN-0292,physical_movement,68.13,stable,0.989,0,0.2333,Developing
SYN-0293,language_literacy,92.11,stable,0.927,0,0.4302,Developing
SYN-0293,stem_logic,90.04,stable,0.948,1,0.2918,Developing
SYN-0293,creative_arts,60.51,declining,0.812,2,-1.678,Emerging
SYN-0293,physical_movement,100.0,improving,1.0,0,0.9561,Strength
SYN-0294,language_literacy,89.81,stable,0.839,1,0.8081,Strength
SYN-0294,stem_logic,75.12,stable,0.861,0,-1.1964,Emerging
SYN-0294,creative_arts,78.28,stable,0.825,2,-0.765,Emerging
SYN-0294,physical_movement,92.34,improving,1.0,0,1.1533,Strength
SYN-0295,language_literacy,71.06,stable,0.9,0,0.9761,Strength
SYN-0295,stem_logic,63.91,improving,0.589,2,0.0551,Developing
SYN-0295,creative_arts,50.78,stable,0.58,4,-1.6364,Emerging
SYN-0295,physical_movement,68.18,improving,0.709,2,0.6052,Developing
SYN-0296,language_literacy,83.39,declining,1.0,0,-0.1527,Emerging
SYN-0296,stem_logic,100.0,stable,0.851,0,1.1204,Strength
SYN-0296,creative_arts,65.23,stable,0.6,2,-1.5453,Emerging
SYN-0296,physical_movement,92.92,stable,1.0,0,0.5775,Strength
SYN-0297,language_literacy,54.84,stable,0.649,2,-1.2159,Emerging
SYN-0297,stem_logic,73.22,stable,0.96,0,0.8763,Strength
SYN-0297,creative_arts,75.11,stable,1.0,0,1.0907,Strength
SYN-0297,physical_movement,58.92,stable,0.634,2,-0.7511,Emerging
SYN-0298,language_literacy,76.85,stable,0.756,0,0.9801,Strength
SYN-0298,stem_logic,62.03,declining,0.742,0,-1.6228,Emerging
SYN-0298,creative_arts,71.3,stable,0.881,0,0.0057,Developing
SYN-0298,physical_movement,74.89,stable,0.89,0,0.637,Strength
SYN-0299,language_literacy,72.29,declining,0.824,0,-1.2209,Emerging
SYN-0299,stem_logic,98.88,improving,1.0,1,0.9401,Strength
SYN-0299,creative_arts,78.08,declining,0.741,1,-0.7501,Emerging
SYN-0299,physical_movement,100.0,stable,1.0,0,1.031,Strength
SYN-0300,language_literacy,69.77,stable,0.691,3,-0.531,Emerging
SYN-0300,stem_logic,71.14,stable,0.738,0,-0.2541,Developing
SYN-0300,creative_arts,67.95,stable,0.731,2,-0.9007,Emerging
SYN-0300,physical_movement,80.7,stable,0.935,0,1.6859,Strength
SYN-0301,language_literacy,69.21,declining,0.89,1,0.0001,Emerging
SYN-0301,stem_logic,59.24,declining,0.595,2,-1.3375,Emerging
SYN-0301,creative_arts,80.24,improving,0.796,0,1.4801,Strength
SYN-0301,physical_movement,68.15,declining,0.831,0,-0.1426,Emerging
SYN-0302,language_literacy,52.51,declining,0.69,1,-0.2868,Emerging
SYN-0302,stem_logic,56.45,stable,0.464,8,0.5531,Emerging
SYN-0302,creative_arts,46.96,declining,0.591,5,-1.4704,Emerging
SYN-0302,physical_movement,59.51,stable,0.804,0,1.2041,Strength
SYN-0303,language_literacy,90.31,stable,0.98,0,0.9211,Strength
SYN-0303,stem_logic,76.25,stable,0.757,1,-0.5391,Emerging
SYN-0303,creative_arts,68.24,declining,0.843,3,-1.3717,Emerging
SYN-0303,physical_movement,90.98,improving,0.854,1,0.9897,Strength
SYN-0304,language_literacy,70.71,stable,0.818,0,0.4238,Developing
SYN-0304,stem_logic,54.43,declining,0.657,2,-1.716,Emerging
SYN-0304,creative_arts,73.5,stable,0.71,3,0.7891,Developing
SYN-0304,physical_movement,71.32,stable,0.638,1,0.5031,Developing
SYN-0305,language_literacy,91.23,declining,0.956,0,-0.1826,Emerging
SYN-0305,stem_logic,90.16,declining,1.0,0,-0.5915,Emerging
SYN-0305,creative_arts,96.1,stable,0.887,0,1.6749,Strength
SYN-0305,physical_movement,89.34,stable,0.889,1,-0.9008,Emerging
SYN-0306,language_literacy,73.79,stable,0.866,1,-0.2568,Developing
SYN-0306,stem_logic,71.23,declining,1.0,0,-0.6756,Emerging
SYN-0306,creative_arts,85.75,stable,1.0,0,1.6997,Strength
SYN-0306,physical_movement,70.67,stable,0.716,1,-0.7673,Emerging
SYN-0307,language_literacy,94.54,improving,0.998,0,1.1579,Strength
SYN-0307,stem_logic,55.16,improving,0.697,3,-0.7539,Emerging
SYN-0307,creative_arts,87.17,stable,0.969,0,0.8003,Strength
SYN-0307,physical_movement,45.88,improving,0.822,2,-1.2043,Emerging
SYN-0308,language_literacy,67.82,stable,0.624,2,1.2023,Developing
SYN-0308,stem_logic,65.59,stable,0.798,0,0.5809,Strength
SYN-0308,creative_arts,62.32,stable,0.702,0,-0.3316,Developing
SYN-0308,physical_movement,58.3,stable,0.83,0,-1.4516,Emerging
SYN-0309,language_literacy,59.3,stable,0.602,3,0.1015,Developing
SYN-0309,stem_logic,37.07,stable,0.578,2,-1.3421,Emerging
SYN-0309,creative_arts,80.26,stable,0.719,1,1.4626,Developing
SYN-0309,physical_movement,54.32,stable,0.557,2,-0.2219,Developing
SYN-0310,language_literacy,100.0,stable,1.0,0,1.3922,Strength
SYN-0310,stem_logic,94.79,stable,0.846,0,0.2445,Developing
SYN-0310,creative_arts,92.58,stable,1.0,0,-0.2426,Developing
SYN-0310,physical_movement,87.36,stable,0.919,0,-1.394,Emerging
SYN-0311,language_literacy,100.0,stable,0.978,0,1.4602,Strength
SYN-0311,stem_logic,55.88,stable,0.786,2,-1.1054,Emerging
SYN-0311,creative_arts,62.55,improving,0.567,2,-0.7173,Emerging
SYN-0311,physical_movement,81.12,stable,0.959,0,0.3624,Developing
SYN-0312,language_literacy,91.84,improving,0.871,1,1.3214,Strength
SYN-0312,stem_logic,76.15,declining,0.8,0,-0.3283,Emerging
SYN-0312,creative_arts,65.9,declining,0.584,2,-1.4057,Emerging
SYN-0312,physical_movement,83.2,stable,0.857,0,0.4126,Developing
SYN-0313,language_literacy,46.08,declining,0.747,0,-1.6218,Emerging
SYN-0313,stem_logic,67.77,declining,0.82,1,0.0832,Emerging
SYN-0313,creative_arts,72.68,improving,0.85,0,0.4698,Developing
SYN-0313,physical_movement,80.3,stable,1.0,0,1.0687,Strength
SYN-0314,language_literacy,78.34,improving,0.957,0,-1.1655,Emerging
SYN-0314,stem_logic,83.96,declining,0.9,0,0.2074,Emerging
SYN-0314,creative_arts,80.84,declining,0.806,0,-0.5552,Emerging
SYN-0314,physical_movement,89.31,improving,0.958,0,1.5134,Strength
SYN-0315,language_literacy,82.6,improving,0.926,1,0.1798,Developing
SYN-0315,stem_logic,70.05,declining,0.863,2,-1.0425,Emerging
SYN-0315,creative_arts,73.68,improving,0.972,0,-0.6887,Emerging
SYN-0315,physical_movement,96.68,improving,1.0,0,1.5513,Strength
SYN-0316,language_literacy,78.04,improving,0.948,0,-0.7944,Emerging
SYN-0316,stem_logic,77.77,stable,0.785,0,-0.9076,Emerging
SYN-0316,creative_arts,80.19,improving,0.951,2,0.1106,Developing
SYN-0316,physical_movement,83.72,improving,0.901,0,1.5915,Strength
SYN-0317,language_literacy,45.1,stable,0.524,3,-0.8617,Emerging
SYN-0317,stem_logic,39.25,declining,0.578,4,-1.1207,Emerging
SYN-0317,creative_arts,89.96,improving,0.921,0,1.127,Strength
SYN-0317,physical_movement,83.83,declining,0.847,0,0.8554,Emerging
SYN-0318,language_literacy,88.49,improving,1.0,0,1.528,Strength
SYN-0318,stem_logic,51.87,stable,0.571,4,-1.2518,Emerging
SYN-0318,creative_arts,68.82,stable,0.764,4,0.0351,Developing
SYN-0318,physical_movement,64.26,stable,0.623,0,-0.3113,Developing
SYN-0319,language_literacy,72.08,declining,0.943,0,-0.7681,Emerging
SYN-0319,stem_logic,74.94,declining,0.808,3,-0.2477,Emerging
SYN-0319,creative_arts,85.62,stable,0.854,0,1.698,Strength
SYN-0319,physical_movement,72.55,stable,0.665,3,-0.6822,Emerging
SYN-0320,language_literacy,100.0,stable,0.924,0,0.5774,Strength
SYN-0320,stem_logic,100.0,stable,0.976,0,0.5774,Strength
SYN-0320,creative_arts,79.83,declining,0.644,6,-1.7321,Emerging
SYN-0320,physical_movement,100.0,improving,1.0,0,0.5774,Strength
SYN-0321,language_literacy,75.13,declining,0.822,1,-1.6314,Emerging
SYN-0321,stem_logic,100.0,stable,1.0,0,1.0727,Strength
SYN-0321,creative_arts,93.86,declining,1.0,0,0.4056,Emerging
SYN-0321,physical_movement,91.54,declining,0.866,2,0.153,Emerging
SYN-0322,language_literacy,80.1,improving,0.685,3,1.2455,Developing
SYN-0322,stem_logic,56.89,stable,0.669,2,-0.0988,Developing
SYN-0322,creative_arts,32.41,stable,0.464,4,-1.5171,Emerging
SYN-0322,physical_movement,64.99,stable,0.966,0,0.3704,Developing
SYN-0323,language_literacy,86.54,stable,0.999,1,0.0457,Developing
SYN-0323,stem_logic,80.02,stable,0.87,0,-1.0687,Emerging
SYN-0323,creative_arts,82.95,stable,0.87,0,-0.5684,Emerging
SYN-0323,physical_movement,95.59,stable,0.986,0,1.5914,Strength
SYN-0324,language_literacy,72.98,improving,0.781,1,-0.3357,Developing
SYN-0324,stem_logic,92.97,improving,1.0,0,0.7719,Strength
SYN-0324,creative_arts,97.92,stable,1.0,0,1.0461,Strength
SYN-0324,physical_movement,52.27,improving,0.856,0,-1.4823,Emerging
SYN-0325,language_literacy,73.27,stable,0.758,4,-0.0322,Developing
SYN-0325,stem_logic,87.43,improving,1.0,0,0.9694,Strength
SYN-0325,creative_arts,83.28,improving,0.922,0,0.676,Strength
SYN-0325,physical_movement,50.94,stable,0.647,1,-1.6132,Emerging
SYN-0326,language_literacy,86.76,stable,0.958,0,1.3025,Strength
SYN-0326,stem_logic,72.87,declining,0.709,3,0.3822,Emerging
SYN-0326,creative_arts,45.2,stable,0.642,2,-1.45,Emerging
SYN-0326,physical_movement,63.55,declining,0.644,2,-0.2346,Emerging
SYN-0327,language_literacy,86.6,improving,0.84,2,1.5459,Strength
SYN-0327,stem_logic,75.22,stable,0.816,6,0.1758,Developing
SYN-0327,creative_arts,64.77,declining,0.604,3,-1.0812,Emerging
SYN-0327,physical_movement,68.43,declining,0.725,3,-0.6405,Emerging
SYN-0328,language_literacy,74.29,stable,0.809,0,-0.0797,Developing
SYN-0328,stem_logic,80.83,stable,0.829,3,0.7604,Strength
SYN-0328,creative_arts,62.43,declining,0.577,1,-1.602,Emerging
SYN-0328,physical_movement,82.09,stable,0.833,1,0.9213,Strength
SYN-0329,language_literacy,73.67,declining,0.667,3,-1.2666,Emerging
SYN-0329,stem_logic,90.41,improving,0.992,0,1.2603,Strength
SYN-0329,creative_arts,86.29,stable,0.772,1,0.6385,Strength
SYN-0329,physical_movement,77.88,declining,0.786,3,-0.6322,Emerging
SYN-0330,language_literacy,82.37,improving,0.889,0,1.0678,Strength
SYN-0330,stem_logic,63.0,stable,0.549,4,-0.8195,Emerging
SYN-0330,creative_arts,80.79,improving,0.957,0,0.9145,Strength
SYN-0330,physical_movement,59.48,stable,0.651,3,-1.1627,Emerging
SYN-0331,language_literacy,73.9,stable,0.745,5,0.0713,Developing
SYN-0331,stem_logic,82.34,stable,0.848,2,0.9283,Strength
SYN-0331,creative_arts,79.58,stable,0.909,1,0.6478,Strength
SYN-0331,physical_movement,56.96,declining,0.838,1,-1.6473,Emerging
SYN-0332,language_literacy,68.26,stable,0.832,1,1.5103,Strength
SYN-0332,stem_logic,62.66,stable,0.784,0,-0.5446,Emerging
SYN-0332,creative_arts,60.94,stable,0.749,1,-1.1743,Emerging
SYN-0332,physical_movement,64.71,stable,0.862,0,0.2086,Developing
SYN-0333,language_literacy,65.58,stable,0.812,2,0.8222,Strength
SYN-0333,stem_logic,36.99,declining,0.764,1,-1.4496,Emerging
SYN-0333,creative_arts,50.17,stable,0.598,4,-0.4024,Developing
SYN-0333,physical_movement,68.2,improving,0.778,2,1.0298,Strength
SYN-0334,language_literacy,84.66,improving,0.979,0,1.2368,Strength
